jahrgang,vorname,geschlecht,Anzahl
1989,Myriam,weiblich,1
1989,Mária,weiblich,1
1989,Mélanie,weiblich,2
1989,Mónika,weiblich,1
1989,Nabila,weiblich,1
1989,Nadejda,weiblich,1
1989,Nadia,weiblich,9
1989,Nadine,weiblich,25
1989,Nadja,weiblich,16
1989,Naemi,weiblich,1
1989,Nafije,weiblich,1
1989,Nancy,weiblich,3
1989,Nassim,weiblich,1
1989,Natalia,weiblich,7
1989,Natalie,weiblich,12
1989,Natasa,weiblich,1
1989,Natascha,weiblich,8
1989,Nathalie,weiblich,10
1989,Nele,weiblich,1
1989,Neslihan,weiblich,1
1989,Nicola,weiblich,1
1989,Nicole,weiblich,35
1989,Nicoletta,weiblich,1
1989,Nikoleta,weiblich,1
1989,Nina,weiblich,29
1989,Nives,weiblich,2
1989,Noelle,weiblich,1
1989,Noemi,weiblich,6
1989,Nora,weiblich,15
1989,Noémie,weiblich,2
1989,Noëlle,weiblich,1
1989,Noëmi,weiblich,1
1989,Nur,weiblich,1
1989,Nuria,weiblich,1
1989,Odile,weiblich,1
1989,Oksana,weiblich,2
1989,Olga,weiblich,6
1989,Oliver,weiblich,1
1989,Olivera,weiblich,1
1989,Olivia,weiblich,19
1989,Oona,weiblich,1
1989,Oriana,weiblich,1
1989,Ornella,weiblich,2
1989,Orsolya,weiblich,2
1989,Ourania,weiblich,1
1989,Pamela,weiblich,1
1989,Panagiota,weiblich,2
1989,Paola,weiblich,2
1989,Pascale,weiblich,6
1989,Patricia,weiblich,17
1989,Patrizia,weiblich,6
1989,Paula,weiblich,4
1989,Paulina,weiblich,3
1989,Pauline,weiblich,1
1989,Pelin,weiblich,1
1989,Petra,weiblich,11
1989,Philomena,weiblich,1
1989,Pia,weiblich,3
1989,Pina,weiblich,1
1989,Polina,weiblich,2
1989,Prisca,weiblich,3
1989,Priscilla,weiblich,2
1989,Priska,weiblich,4
1989,Rabia,weiblich,1
1989,Rachel,weiblich,8
1989,Rafaela,weiblich,2
1989,Raffaela,weiblich,5
1989,Raffaella,weiblich,1
1989,Rahel,weiblich,16
1989,Rahma,weiblich,1
1989,Rahwa,weiblich,2
1989,Ramize,weiblich,1
1989,Ramona,weiblich,10
1989,Raphaela,weiblich,3
1989,Raquel,weiblich,5
1989,Rea,weiblich,2
1989,Rebecca,weiblich,8
1989,Rebekka,weiblich,7
1989,Regina,weiblich,3
1989,Regula,weiblich,4
1989,Rhea,weiblich,1
1989,Riana,weiblich,1
1989,Ricarda,weiblich,1
1989,Riccarda,weiblich,3
1989,Rim,weiblich,1
1989,Rina,weiblich,1
1989,Rita,weiblich,4
1989,Rivka,weiblich,1
1989,Roberta,weiblich,4
1989,Rocio,weiblich,1
1989,Romana,weiblich,5
1989,Romina,weiblich,2
1989,Romy,weiblich,2
1989,Rosa,weiblich,3
1989,Rosalba,weiblich,1
1989,Rosangela,weiblich,1
1989,Rosaria,weiblich,1
1989,Rosita,weiblich,2
1989,Rossana,weiblich,1
1989,Rowena,weiblich,1
1989,Roxane,weiblich,1
1989,Roya,weiblich,1
1989,Rubina,weiblich,1
1989,Rui,weiblich,1
1989,Ruta,weiblich,1
1989,Ruth,weiblich,1
1989,Ruzica,weiblich,1
1989,Saba,weiblich,1
1989,Sabina,weiblich,3
1989,Sabine,weiblich,3
1989,Sabrina,weiblich,30
1989,Sadije,weiblich,1
1989,Sadiye,weiblich,1
1989,Sahar,weiblich,1
1989,Sally,weiblich,1
1989,Salma,weiblich,1
1989,Salome,weiblich,5
1989,Samantha,weiblich,1
1989,Samia,weiblich,2
1989,Samira,weiblich,3
1989,Sandra,weiblich,26
1989,Sandrine,weiblich,1
1989,Sandy,weiblich,2
1989,Sanela,weiblich,4
1989,Sanja,weiblich,4
1989,Santa,weiblich,1
1989,Sara,weiblich,24
1989,Sarah,weiblich,44
1989,Saranda,weiblich,2
1989,Sarina,weiblich,3
1989,Sascha,weiblich,1
1989,Saskia,weiblich,8
1989,Seda,weiblich,1
1989,Selam,weiblich,1
1989,Selda,weiblich,1
1989,Selena,weiblich,1
1989,Selin,weiblich,2
1989,Selina,weiblich,13
1989,Seline,weiblich,1
1989,Sema,weiblich,1
1989,Senta,weiblich,1
1989,Seraina,weiblich,5
1989,Sereina,weiblich,3
1989,Serena,weiblich,5
1989,Shannon,weiblich,1
1989,Sharon,weiblich,3
1989,Sheena,weiblich,1
1989,Shira,weiblich,1
1989,Shirley,weiblich,1
1989,Shkurte,weiblich,1
1989,Shqipe,weiblich,1
1989,Sibel,weiblich,2
1989,Sibylle,weiblich,4
1989,Silja,weiblich,2
1989,Silva,weiblich,1
1989,Silvana,weiblich,3
1989,Silvia,weiblich,5
1989,Silvija,weiblich,1
1989,Simona,weiblich,9
1989,Simone,weiblich,12
1989,Sina,weiblich,5
1989,Sinem,weiblich,1
1989,Sira,weiblich,1
1989,Snezana,weiblich,2
1989,Sofia,weiblich,3
1989,Sofie,weiblich,1
1989,Sonia,weiblich,5
1989,Sonja,weiblich,13
1989,Sonya,weiblich,1
1989,Sophia,weiblich,4
1989,Sophie,weiblich,16
1989,Soraia,weiblich,1
1989,Stavroula,weiblich,1
1989,Stefan,weiblich,1
1989,Stefani,weiblich,1
1989,Stefania,weiblich,2
1989,Stefanie,weiblich,24
1989,Steffi,weiblich,1
1989,Stella,weiblich,1
1989,Stephanie,weiblich,23
1989,Stéphanie,weiblich,1
1989,Sultan,weiblich,1
1989,Suna,weiblich,1
1989,Susan,weiblich,2
1989,Susana,weiblich,2
1989,Susanna,weiblich,2
1989,Susanne,weiblich,7
1989,Suzan,weiblich,1
1989,Suzana,weiblich,3
1989,Svenja,weiblich,2
1989,Svetlana,weiblich,3
1989,Svitlana,weiblich,1
1989,Sybille,weiblich,1
1989,Sylvie,weiblich,1
1989,Séverine,weiblich,1
1989,Sónia,weiblich,1
1989,Tabea,weiblich,6
1989,Tamara,weiblich,19
1989,Tania,weiblich,12
1989,Tanja,weiblich,16
1989,Tanya,weiblich,3
1989,Tara,weiblich,1
1989,Tatiana,weiblich,2
1989,Tatjana,weiblich,3
1989,Tenzin,weiblich,3
1989,Teresa,weiblich,1
1989,Tessa,weiblich,1
1989,Teuta,weiblich,4
1989,Thais,weiblich,1
1989,Thea,weiblich,1
1989,Theresa,weiblich,7
1989,Theresia,weiblich,1
1989,Thi,weiblich,3
1989,Tiffany,weiblich,4
1989,Tilla,weiblich,1
1989,Tina,weiblich,8
1989,Tiziana,weiblich,4
1989,Tugba,weiblich,1
1989,Tânia,weiblich,1
1989,Tülay,weiblich,1
1989,Ulrike,weiblich,1
1989,Ursina,weiblich,5
1989,Ursula,weiblich,1
1989,Uta,weiblich,2
1989,Valentina,weiblich,15
1989,Valeria,weiblich,4
1989,Valerie,weiblich,3
1989,Valérie,weiblich,2
1989,Vanesa,weiblich,1
1989,Vanessa,weiblich,28
1989,Vania,weiblich,2
1989,Vasiliki,weiblich,2
1989,Vera,weiblich,13
1989,Verena,weiblich,8
1989,Veronica,weiblich,3
1989,Veronika,weiblich,3
1989,Veronique,weiblich,2
1989,Victoria,weiblich,3
1989,Viktoria,weiblich,4
1989,Viktória,weiblich,1
1989,Viola,weiblich,5
1989,Violeta,weiblich,1
1989,Virginia,weiblich,3
1989,Virginie,weiblich,2
1989,Vivian,weiblich,1
1989,Viviana,weiblich,3
1989,Viviane,weiblich,7
1989,Vivien,weiblich,2
1989,Vivienne,weiblich,1
1989,Vjollca,weiblich,1
1989,Vlora,weiblich,3
1989,Véronique,weiblich,1
1989,Wei,weiblich,2
1989,Wiebke,weiblich,1
1989,Wing,weiblich,2
1989,Xenia,weiblich,1
1989,Xhemile,weiblich,1
1989,Yana,weiblich,3
1989,Yang,weiblich,3
1989,Yasemin,weiblich,3
1989,Yasmin,weiblich,5
1989,Yasmine,weiblich,4
1989,Yaël,weiblich,2
1989,Yi,weiblich,2
1989,Yolanda,weiblich,2
1989,Yuan,weiblich,1
1989,Yue,weiblich,2
1989,Yulia,weiblich,2
1989,Yvette,weiblich,1
1989,Yvonne,weiblich,5
1989,Zahra,weiblich,2
1989,Zeynep,weiblich,1
1989,Zoe,weiblich,1
1989,Zora,weiblich,2
1989,Zorica,weiblich,1
1989,Zsuzsanna,weiblich,1
1989,Zuzana,weiblich,1
1989,Ágnes,weiblich,1
1989,Özlem,weiblich,1
1988,Adelina,weiblich,1
1988,Adina,weiblich,1
1988,Adriana,weiblich,6
1988,Adrienn,weiblich,1
1988,Aferdita,weiblich,2
1988,Agata,weiblich,1
1988,Agnes,weiblich,1
1988,Agnesa,weiblich,1
1988,Agnieszka,weiblich,9
1988,Aida,weiblich,3
1988,Aikaterini,weiblich,1
1988,Aisha,weiblich,3
1988,Alba,weiblich,1
1988,Albana,weiblich,1
1988,Albulena,weiblich,1
1988,Aldina,weiblich,1
1988,Alejandra,weiblich,1
1988,Aleksandra,weiblich,3
1988,Alena,weiblich,4
1988,Alessandra,weiblich,8
1988,Alessia,weiblich,1
1988,Alev,weiblich,2
1988,Alexandra,weiblich,27
1988,Alexia,weiblich,1
1988,Alice,weiblich,11
1988,Alicia,weiblich,1
1988,Alida,weiblich,1
1988,Alina,weiblich,2
1988,Aline,weiblich,7
1988,Alisa,weiblich,4
1988,Alison,weiblich,1
1988,Alissa,weiblich,1
1988,Alix,weiblich,1
1988,Amanda,weiblich,10
1988,Ambra,weiblich,1
1988,Amela,weiblich,1
1988,Amelie,weiblich,2
1988,Amina,weiblich,1
1988,Amy,weiblich,1
1988,Amélie,weiblich,2
1988,Ana,weiblich,14
1988,Ananda,weiblich,1
1988,Anastasia,weiblich,8
1988,Anastasiia,weiblich,2
1988,Anastasija,weiblich,1
1988,Anastassia,weiblich,1
1988,Anaïs,weiblich,2
1988,Anca,weiblich,2
1988,Andela,weiblich,1
1988,Andrea,weiblich,53
1988,Andreia,weiblich,3
1988,Andrina,weiblich,3
1988,Anela,weiblich,1
1988,Angela,weiblich,16
1988,Angelica,weiblich,1
1988,Angelika,weiblich,4
1988,Angeliki,weiblich,2
1988,Angelina,weiblich,6
1988,Anika,weiblich,2
1988,Anina,weiblich,10
1988,Anisa,weiblich,1
1988,Anita,weiblich,9
1988,Anja,weiblich,18
1988,Ann-Kathrin,weiblich,2
1988,Anna,weiblich,58
1988,Anna-Katharina,weiblich,1
1988,Anna-Marie,weiblich,1
1988,Annabelle,weiblich,3
1988,Annalisa,weiblich,1
1988,Annatina,weiblich,1
1988,Anne,weiblich,8
1988,Anne-Catherine,weiblich,1
1988,Annelies,weiblich,1
1988,Annette,weiblich,1
1988,Annik,weiblich,1
1988,Annika,weiblich,6
1988,Annina,weiblich,8
1988,Anny,weiblich,2
1988,Anouk,weiblich,2
1988,Antigona,weiblich,2
1988,Antonella,weiblich,1
1988,Antonia,weiblich,7
1988,Arbenita,weiblich,1
1988,Ariana,weiblich,1
1988,Ariane,weiblich,1
1988,Arianna,weiblich,2
1988,Arife,weiblich,1
1988,Arijeta,weiblich,1
1988,Arta,weiblich,1
1988,Asha,weiblich,1
1988,Assunta,weiblich,1
1988,Aude,weiblich,1
1988,Audrey,weiblich,2
1988,Augusta,weiblich,1
1988,Aya,weiblich,1
1988,Ayla,weiblich,1
1988,Aylin,weiblich,2
1988,Ayse,weiblich,2
1988,Aysel,weiblich,1
1988,Bahar,weiblich,3
1988,Barbara,weiblich,11
1988,Barbora,weiblich,2
1988,Beate,weiblich,1
1988,Beatrice,weiblich,2
1988,Belinda,weiblich,4
1988,Berit,weiblich,1
1988,Bernadette,weiblich,2
1988,Berta,weiblich,1
1988,Besa,weiblich,1
1988,Bettina,weiblich,18
1988,Betty,weiblich,1
1988,Bianca,weiblich,9
1988,Bianka,weiblich,2
1988,Bigna,weiblich,1
1988,Biljana,weiblich,2
1988,Birte,weiblich,1
1988,Blanca,weiblich,2
1988,Blerina,weiblich,2
1988,Blerta,weiblich,2
1988,Bojana,weiblich,3
1988,Bracha,weiblich,1
1988,Branka,weiblich,1
1988,Brigitta,weiblich,1
1988,Brigitte,weiblich,1
1988,Britta,weiblich,1
1988,Bukurije,weiblich,1
1988,Camila,weiblich,1
1988,Camilla,weiblich,4
1988,Camille,weiblich,2
1988,Cansu,weiblich,1
1988,Carin,weiblich,1
1988,Carina,weiblich,7
1988,Carine,weiblich,2
1988,Carla,weiblich,6
1988,Carlotta,weiblich,4
1988,Carmela,weiblich,1
1988,Carmen,weiblich,17
1988,Carol,weiblich,1
1988,Carola,weiblich,2
1988,Carole,weiblich,7
1988,Carolin,weiblich,6
1988,Carolina,weiblich,7
1988,Caroline,weiblich,14
1988,Carolyn,weiblich,2
1988,Catarina,weiblich,1
1988,Caterina,weiblich,2
1988,Catharina,weiblich,1
1988,Catherine,weiblich,3
1988,Cathrin,weiblich,1
1988,Cecile,weiblich,1
1988,Cecilia,weiblich,1
1988,Celine,weiblich,2
1988,Chantal,weiblich,14
1988,Charlotte,weiblich,6
1988,Chiara,weiblich,2
1988,Christiana,weiblich,1
1988,Christiane,weiblich,1
1988,Christin,weiblich,1
1988,Christina,weiblich,25
1988,Christine,weiblich,16
1988,Cigdem,weiblich,1
1988,Cinthia,weiblich,2
1988,Cinzia,weiblich,3
1988,Claire,weiblich,3
1988,Clara,weiblich,5
1988,Clarissa,weiblich,2
1988,Claude,weiblich,1
1988,Claudia,weiblich,22
1988,Claudine,weiblich,3
1988,Clelia,weiblich,1
1988,Constanze,weiblich,1
1988,Cora,weiblich,1
1988,Cordelia,weiblich,1
1988,Corina,weiblich,5
1988,Corine,weiblich,1
1988,Corinna,weiblich,3
1988,Corinne,weiblich,11
1988,Cornelia,weiblich,5
1988,Cosima,weiblich,1
1988,Cristiana,weiblich,1
1988,Cristina,weiblich,2
1988,Csilla,weiblich,1
1988,Cynthia,weiblich,4
1988,Cátia,weiblich,2
1988,Cécile,weiblich,5
1988,Céline,weiblich,10
1988,Dafina,weiblich,1
1988,Daisy,weiblich,1
1988,Dajana,weiblich,1
1988,Daliborka,weiblich,1
1988,Dalila,weiblich,2
1988,Damaris,weiblich,3
1988,Damla,weiblich,1
1988,Danica,weiblich,1
1988,Daniela,weiblich,28
1988,Danielle,weiblich,2
1988,Danijela,weiblich,3
1988,Daphne,weiblich,1
1988,Daria,weiblich,3
1988,Darija,weiblich,1
1988,Debora,weiblich,5
1988,Deborah,weiblich,6
1988,Delia,weiblich,4
1988,Delphine,weiblich,1
1988,Denise,weiblich,11
1988,Derya,weiblich,1
1988,Desiree,weiblich,1
1988,Desirée,weiblich,3
1988,Diana,weiblich,14
1988,Dijana,weiblich,2
1988,Dilan,weiblich,3
1988,Dina,weiblich,5
1988,Dolores,weiblich,1
1988,Domenica,weiblich,1
1988,Dominika,weiblich,3
1988,Dominique,weiblich,6
1988,Donika,weiblich,1
1988,Dora,weiblich,2
1988,Doris,weiblich,2
1988,Dorothea,weiblich,4
1988,Dorothee,weiblich,2
1988,Dragana,weiblich,2
1988,Dragica,weiblich,1
1988,Drita,weiblich,2
1988,Dunja,weiblich,1
1988,Dusica,weiblich,1
1988,Duygu,weiblich,1
1988,Désirée,weiblich,11
1988,Dóra,weiblich,1
1988,Ebru,weiblich,2
1988,Eda,weiblich,1
1988,Edina,weiblich,4
1988,Edith,weiblich,1
1988,Edyta,weiblich,1
1988,Eirini,weiblich,1
1988,Elda,weiblich,1
1988,Eleanor,weiblich,1
1988,Elena,weiblich,23
1988,Eleni,weiblich,3
1988,Eleonora,weiblich,3
1988,Eleonore,weiblich,1
1988,Eliana,weiblich,1
1988,Eliane,weiblich,4
1988,Elif,weiblich,1
1988,Elin,weiblich,1
1988,Elina,weiblich,2
1988,Eline,weiblich,1
1988,Elisa,weiblich,6
1988,Elisabeth,weiblich,8
1988,Elisabetta,weiblich,1
1988,Elise,weiblich,4
1988,Elizabeth,weiblich,2
1988,Elizaveta,weiblich,1
1988,Elke,weiblich,1
1988,Ellen,weiblich,1
1988,Elodie,weiblich,1
1988,Elsa,weiblich,1
1988,Elvira,weiblich,4
1988,Elzbieta,weiblich,1
1988,Emanuela,weiblich,4
1988,Emel,weiblich,1
1988,Emilia,weiblich,4
1988,Emilie,weiblich,1
1988,Emilija,weiblich,2
1988,Emily,weiblich,1
1988,Emina,weiblich,1
1988,Emine,weiblich,1
1988,Emma,weiblich,4
1988,Ena,weiblich,1
1988,Enrica,weiblich,1
1988,Erica,weiblich,3
1988,Erika,weiblich,1
1988,Erin,weiblich,1
1988,Estefania,weiblich,2
1988,Estela,weiblich,1
1988,Ester,weiblich,1
1988,Esther,weiblich,16
1988,Eszter,weiblich,2
1988,Eugenia,weiblich,2
1988,Eunice,weiblich,1
1988,Eva,weiblich,22
1988,Eva-Maria,weiblich,3
1988,Evangelia,weiblich,1
1988,Evelin,weiblich,2
1988,Evelina,weiblich,1
1988,Eveline,weiblich,2
1988,Evelyn,weiblich,4
1988,Evelyne,weiblich,2
1988,Evrim,weiblich,1
1988,Ewa,weiblich,2
1988,Ewelina,weiblich,1
1988,Ezgi,weiblich,1
1988,Fabia,weiblich,2
1988,Fabienne,weiblich,27
1988,Fabiola,weiblich,1
1988,Fadime,weiblich,1
1988,Faduma,weiblich,1
1988,Fanny,weiblich,2
1988,Farah,weiblich,2
1988,Farida,weiblich,1
1988,Fatima,weiblich,3
1988,Fatime,weiblich,2
1988,Fatma,weiblich,1
1988,Fatmire,weiblich,2
1988,Federica,weiblich,4
1988,Felicia,weiblich,3
1988,Felicitas,weiblich,1
1988,Fetije,weiblich,1
1988,Fidan,weiblich,1
1988,Filiz,weiblich,1
1988,Fiona,weiblich,7
1988,Fitore,weiblich,1
1988,Flavia,weiblich,4
1988,Flora,weiblich,2
1988,Florence,weiblich,8
1988,Flurina,weiblich,4
1988,Franca,weiblich,1
1988,Frances,weiblich,2
1988,Francesca,weiblich,5
1988,Francis,weiblich,1
1988,Francisca,weiblich,1
1988,Franka,weiblich,2
1988,Franziska,weiblich,27
1988,Françoise,weiblich,2
1988,Frida,weiblich,1
1988,Friederike,weiblich,2
1988,Fulvia,weiblich,1
1988,Gabriela,weiblich,9
1988,Gabriella,weiblich,2
1988,Gaia,weiblich,2
1988,Ganimete,weiblich,1
1988,Gentiana,weiblich,2
1988,Georgia,weiblich,2
1988,Georgios,weiblich,1
1988,Geraldine,weiblich,3
1988,Germaine,weiblich,1
1988,Gertrud,weiblich,1
1988,Giada,weiblich,1
1988,Gianna,weiblich,3
1988,Gilda,weiblich,1
1988,Gina,weiblich,10
1988,Gioia,weiblich,2
1988,Giorgia,weiblich,1
1988,Gisela,weiblich,2
1988,Giulia,weiblich,8
1988,Gloria,weiblich,4
1988,Gordana,weiblich,2
1988,Grace,weiblich,1
1988,Grazia,weiblich,1
1988,Gresa,weiblich,2
1988,Greta,weiblich,1
1988,Grit,weiblich,1
1988,Gwendolyn,weiblich,1
1988,Géraldine,weiblich,1
1988,Gülsen,weiblich,1
1988,Halima,weiblich,3
1988,Hana,weiblich,2
1988,Hanan,weiblich,1
1988,Hani,weiblich,1
1988,Hanna,weiblich,8
1988,Hannah,weiblich,6
1988,Hatice,weiblich,1
1988,Hava,weiblich,1
1988,Hayat,weiblich,1
1988,Heather,weiblich,1
1988,Hedwig,weiblich,1
1988,Heidi,weiblich,1
1988,Heike,weiblich,1
1988,Helen,weiblich,11
1988,Helena,weiblich,7
1988,Helene,weiblich,1
1988,Henriette,weiblich,1
1988,Hulda,weiblich,1
1988,Hélène,weiblich,3
1988,Ilaria,weiblich,2
1988,Ileana,weiblich,1
1988,Ilenia,weiblich,1
1988,Iliana,weiblich,1
1988,Ilka,weiblich,1
1988,Ilona,weiblich,3
1988,Iman,weiblich,1
1988,Ina,weiblich,2
1988,Ines,weiblich,4
1988,Ingrid,weiblich,1
1988,Inna,weiblich,1
1988,Inés,weiblich,1
1988,Ioana,weiblich,1
1988,Irena,weiblich,2
1988,Irene,weiblich,4
1988,Irina,weiblich,9
1988,Irini,weiblich,1
1988,Iris,weiblich,3
1988,Irma,weiblich,1
1988,Iryna,weiblich,1
1988,Isabel,weiblich,12
1988,Isabella,weiblich,5
1988,Isabelle,weiblich,12
1988,Isolde,weiblich,1
1988,Iva,weiblich,2
1988,Ivana,weiblich,9
1988,Iveta,weiblich,2
1988,Ivona,weiblich,1
1988,Jacqueline,weiblich,5
1988,Jael,weiblich,1
1988,Jamila,weiblich,2
1988,Jana,weiblich,5
1988,Janina,weiblich,5
1988,Janine,weiblich,16
1988,Janka,weiblich,1
1988,Jasmin,weiblich,15
1988,Jasmina,weiblich,6
1988,Jasmine,weiblich,2
1988,Jeanette,weiblich,1
1988,Jeanine,weiblich,2
1988,Jeanne,weiblich,1
1988,Jeannette,weiblich,2
1988,Jeannine,weiblich,4
1988,Jehona,weiblich,1
1988,Jelena,weiblich,11
1988,Jennifer,weiblich,24
1988,Jenny,weiblich,6
1988,Jessica,weiblich,21
1988,Jette,weiblich,1
1988,Jill,weiblich,1
1988,Jin,weiblich,1
1988,Joana,weiblich,4
1988,Joanna,weiblich,4
1988,Joelle,weiblich,1
1988,Johanna,weiblich,9
1988,Jolanda,weiblich,2
1988,Jonas,weiblich,1
1988,Josefine,weiblich,4
1988,Josephine,weiblich,1
1988,Jovana,weiblich,4
1988,Joya,weiblich,1
1988,Joyce,weiblich,1
1988,Joëlle,weiblich,3
1988,Judith,weiblich,10
1988,Julia,weiblich,52
1988,Juliana,weiblich,1
1988,Juliane,weiblich,4
1988,Julie,weiblich,1
1988,Juliette,weiblich,2
1988,Julija,weiblich,1
1988,Justina,weiblich,1
1988,Justine,weiblich,2
1988,Justyna,weiblich,1
1988,Kaja,weiblich,3
1988,Kaltrina,weiblich,1
1988,Kamila,weiblich,1
1988,Karen,weiblich,2
1988,Karin,weiblich,14
1988,Karina,weiblich,1
1988,Karolina,weiblich,3
1988,Kata,weiblich,1
1988,Katalin,weiblich,2
1988,Katarina,weiblich,6
1988,Katarzyna,weiblich,4
1988,Katarína,weiblich,1
1988,Kate,weiblich,2
1988,Katerina,weiblich,1
1988,Katharina,weiblich,28
1988,Katherine,weiblich,1
1988,Kathleen,weiblich,4
1988,Kathrin,weiblich,7
1988,Katia,weiblich,1
1988,Katja,weiblich,10
1988,Katrin,weiblich,8
1988,Kelly,weiblich,2
1988,Kerstin,weiblich,2
1988,Kim,weiblich,7
1988,Kimberly,weiblich,1
1988,Kira,weiblich,1
1988,Kirsten,weiblich,1
1988,Klara,weiblich,1
1988,Klaudia,weiblich,2
1988,Kristin,weiblich,2
1988,Kristina,weiblich,13
1988,Krystyna,weiblich,1
1988,Ksenia,weiblich,1
1988,Ladina,weiblich,8
1988,Laetitia,weiblich,3
1988,Laia,weiblich,1
1988,Laila,weiblich,2
1988,Lana,weiblich,2
1988,Lara,weiblich,12
1988,Larisa,weiblich,1
1988,Larissa,weiblich,13
1988,Laura,weiblich,68
1988,Laure,weiblich,2
1988,Lea,weiblich,16
1988,Leandra,weiblich,3
1988,Leila,weiblich,4
1988,Lejla,weiblich,1
1988,Lena,weiblich,13
1988,Leona,weiblich,1
1988,Leonie,weiblich,4
1988,Leonora,weiblich,1
1988,Leslie,weiblich,2
1988,Lidija,weiblich,1
1988,Lilian,weiblich,2
1988,Liliana,weiblich,1
1988,Lilla,weiblich,1
1988,Lilly,weiblich,1
1988,Lina,weiblich,3
1988,Linda,weiblich,21
1988,Lindita,weiblich,2
1988,Ling,weiblich,1
1988,Liridona,weiblich,1
1988,Lirije,weiblich,1
1988,Lisa,weiblich,22
1988,Lisbeth,weiblich,1
1988,Liv,weiblich,1
1988,Livia,weiblich,15
1988,Ljubica,weiblich,1
1988,Lola,weiblich,1
1988,Loraine,weiblich,1
1988,Loredana,weiblich,1
1988,Lorena,weiblich,7
1988,Loretta,weiblich,1
1988,Lou,weiblich,2
1988,Louise,weiblich,2
1988,Lucia,weiblich,10
1988,Luciana,weiblich,3
1988,Lucie,weiblich,2
1988,Lucienne,weiblich,1
1988,Lucinda,weiblich,1
1988,Lucy,weiblich,2
1988,Luisa,weiblich,5
1988,Luise,weiblich,2
1988,Lumturije,weiblich,2
1988,Luna,weiblich,1
1988,Luz,weiblich,1
1988,Luzia,weiblich,6
1988,Lya,weiblich,1
1988,Lydia,weiblich,4
1988,Léa,weiblich,1
1988,Madeleine,weiblich,4
1988,Magdalena,weiblich,5
1988,Mai,weiblich,1
1988,Maike,weiblich,1
1988,Maja,weiblich,8
1988,Malgorzata,weiblich,2
1988,Malia,weiblich,1
1988,Mandy,weiblich,1
1988,Manon,weiblich,1
1988,Manuela,weiblich,15
1988,Mara,weiblich,8
1988,Marcela,weiblich,2
1988,Marcia,weiblich,1
1988,Mareike,weiblich,1
1988,Maren,weiblich,1
1988,Margaret,weiblich,1
1988,Margaretha,weiblich,1
1988,Margarita,weiblich,1
1988,Margot,weiblich,1
1988,Mari,weiblich,1
1988,Maria,weiblich,45
1988,Mariam,weiblich,1
1988,Mariana,weiblich,3
1988,Mariangela,weiblich,1
1988,Marianna,weiblich,1
1988,Marianne,weiblich,1
1988,Marie,weiblich,5
1988,Marie-Christine,weiblich,1
1988,Mariela,weiblich,1
1988,Mariella,weiblich,2
1988,Marija,weiblich,4
1988,Marijana,weiblich,3
1988,Marika,weiblich,1
1988,Marilia,weiblich,1
1988,Marina,weiblich,25
1988,Marine,weiblich,1
1988,Marion,weiblich,8
1988,Marisa,weiblich,4
1988,Marlen,weiblich,1
1988,Marlene,weiblich,6
1988,Marlies,weiblich,1
1988,Marta,weiblich,9
1988,Martha,weiblich,1
1988,Martina,weiblich,39
1988,Martine,weiblich,1
1988,Marwa,weiblich,1
1988,Mary,weiblich,2
1988,Maryam,weiblich,1
1988,María,weiblich,1
1988,Mathilde,weiblich,1
1988,Maude,weiblich,1
1988,Maureen,weiblich,1
1988,May,weiblich,1
1988,Maya,weiblich,3
1988,Mayra,weiblich,1
1988,Melania,weiblich,1
1988,Melanie,weiblich,24
1988,Meliha,weiblich,1
1988,Melina,weiblich,1
1988,Melinda,weiblich,2
1988,Melisa,weiblich,1
1988,Melissa,weiblich,4
1988,Melody,weiblich,1
1988,Meng,weiblich,2
1988,Mercedes,weiblich,2
1988,Meret,weiblich,6
1988,Merita,weiblich,1
1988,Merle,weiblich,1
1988,Meta,weiblich,1
1988,Mia,weiblich,3
1988,Micaela,weiblich,1
1988,Michaela,weiblich,7
1988,Michal,weiblich,2
1988,Michela,weiblich,2
1988,Michelina,weiblich,1
1988,Michelle,weiblich,12
1988,Michèle,weiblich,12
1988,Mihaela,weiblich,1
1988,Milena,weiblich,5
1988,Milica,weiblich,1
1988,Milka,weiblich,1
1988,Mimoza,weiblich,1
1988,Mina,weiblich,3
1988,Mira,weiblich,1
1988,Miranda,weiblich,1
1988,Mireia,weiblich,1
1988,Mirela,weiblich,2
1988,Miriam,weiblich,6
1988,Mirja,weiblich,1
1988,Mirjam,weiblich,19
1988,Mirjana,weiblich,1
1988,Miroslava,weiblich,1
1988,Mirta,weiblich,1
1988,Moira,weiblich,1
1988,Mona,weiblich,6
1988,Monia,weiblich,1
1988,Monica,weiblich,4
1988,Monika,weiblich,10
1988,Monique,weiblich,4
1988,Morena,weiblich,1
1988,Morgane,weiblich,1
1988,Muna,weiblich,1
1988,Muriel,weiblich,5
1988,Murielle,weiblich,1
1988,Myriam,weiblich,6
1988,Mélanie,weiblich,3
1988,Nada,weiblich,2
1988,Nadia,weiblich,17
1988,Nadin,weiblich,2
1988,Nadine,weiblich,33
1988,Nadja,weiblich,9
1988,Nancy,weiblich,1
1988,Naomi,weiblich,2
1988,Natali,weiblich,1
1988,Natalia,weiblich,4
1988,Natalie,weiblich,10
1988,Nataliya,weiblich,1
1988,Natalja,weiblich,2
1988,Natasa,weiblich,2
1988,Natascha,weiblich,2
1988,Natasha,weiblich,4
1988,Nathalie,weiblich,22
