jahrgang,vorname,geschlecht,Anzahl
2015,Aaliyah,weiblich,1
2015,Ada,weiblich,2
2015,Adela,weiblich,1
2015,Adele,weiblich,2
2015,Adeline,weiblich,1
2015,Adriana,weiblich,2
2015,Adèle,weiblich,1
2015,Agnes,weiblich,1
2015,Aida,weiblich,2
2015,Aiko,weiblich,1
2015,Aino,weiblich,2
2015,Aisha,weiblich,3
2015,Ajla,weiblich,1
2015,Akira,weiblich,1
2015,Alba,weiblich,2
2015,Alea,weiblich,4
2015,Alena,weiblich,2
2015,Alessia,weiblich,6
2015,Alexa,weiblich,1
2015,Alexandra,weiblich,4
2015,Alexia,weiblich,1
2015,Alice,weiblich,6
2015,Alicia,weiblich,4
2015,Alicja,weiblich,1
2015,Alina,weiblich,11
2015,Aline,weiblich,7
2015,Alisa,weiblich,4
2015,Alissa,weiblich,1
2015,Aliya,weiblich,1
2015,Aliyah,weiblich,2
2015,Aliza,weiblich,2
2015,Alma,weiblich,6
2015,Alva,weiblich,5
2015,Alyssa,weiblich,1
2015,Amalia,weiblich,2
2015,Amaya,weiblich,1
2015,Amela,weiblich,1
2015,Amelia,weiblich,9
2015,Amelie,weiblich,5
2015,Amina,weiblich,3
2015,Amira,weiblich,7
2015,Amra,weiblich,1
2015,Amélie,weiblich,11
2015,Ana,weiblich,1
2015,Anabela,weiblich,1
2015,Anastasia,weiblich,3
2015,Anaïs,weiblich,2
2015,Andrina,weiblich,2
2015,Angela,weiblich,2
2015,Angeliki,weiblich,1
2015,Angelina,weiblich,2
2015,Anik,weiblich,1
2015,Anika,weiblich,1
2015,Anina,weiblich,1
2015,Anisa,weiblich,1
2015,Anita,weiblich,1
2015,Anja,weiblich,1
2015,Anna,weiblich,18
2015,Annabelle,weiblich,3
2015,Annalena,weiblich,1
2015,Anni,weiblich,1
2015,Annika,weiblich,3
2015,Annina,weiblich,3
2015,Anouk,weiblich,9
2015,Antonella,weiblich,1
2015,Antonia,weiblich,1
2015,Aria,weiblich,2
2015,Ariana,weiblich,4
2015,Arianna,weiblich,2
2015,Arsema,weiblich,2
2015,Ashley,weiblich,1
2015,Asia,weiblich,1
2015,Astrid,weiblich,1
2015,Asya,weiblich,1
2015,Aulona,weiblich,2
2015,Aurelia,weiblich,4
2015,Aurora,weiblich,4
2015,Aurélie,weiblich,3
2015,Ava,weiblich,12
2015,Aya,weiblich,2
2015,Ayana,weiblich,1
2015,Aylin,weiblich,3
2015,Ayse,weiblich,1
2015,Barbara,weiblich,2
2015,Beatrice,weiblich,2
2015,Beatriz,weiblich,3
2015,Bella,weiblich,1
2015,Berfin,weiblich,2
2015,Bernadette,weiblich,1
2015,Bianca,weiblich,1
2015,Bigna,weiblich,1
2015,Blanca,weiblich,1
2015,Béatrice,weiblich,1
2015,Camila,weiblich,2
2015,Camille,weiblich,1
2015,Carla,weiblich,5
2015,Carlota,weiblich,1
2015,Carlotta,weiblich,1
2015,Carmen,weiblich,1
2015,Carolina,weiblich,3
2015,Catalina,weiblich,2
2015,Catarina,weiblich,1
2015,Caterina,weiblich,1
2015,Catherine,weiblich,1
2015,Cecilia,weiblich,1
2015,Celeste,weiblich,1
2015,Celia,weiblich,4
2015,Chana,weiblich,2
2015,Charlie,weiblich,1
2015,Charlotte,weiblich,13
2015,Chaya,weiblich,1
2015,Cheyenne,weiblich,1
2015,Chiara,weiblich,9
2015,Chloe,weiblich,1
2015,Chloé,weiblich,4
2015,Claire,weiblich,2
2015,Clara,weiblich,12
2015,Clarissa,weiblich,1
2015,Claudia,weiblich,1
2015,Cleo,weiblich,1
2015,Cléo,weiblich,4
2015,Colette,weiblich,1
2015,Cristina,weiblich,1
2015,Céline,weiblich,2
2015,Dalia,weiblich,1
2015,Damla,weiblich,1
2015,Dana,weiblich,1
2015,Daniela,weiblich,1
2015,Daria,weiblich,3
2015,Deborah,weiblich,2
2015,Delfina,weiblich,1
2015,Delia,weiblich,3
2015,Denise,weiblich,1
2015,Diana,weiblich,4
2015,Dijana,weiblich,2
2015,Dilara,weiblich,2
2015,Dilek,weiblich,1
2015,Dina,weiblich,1
2015,Dora,weiblich,1
2015,Edith,weiblich,1
2015,Ekaterina,weiblich,1
2015,Ela,weiblich,3
2015,Elea,weiblich,1
2015,Eleanor,weiblich,2
2015,Elena,weiblich,17
2015,Eleni,weiblich,3
2015,Eleonora,weiblich,5
2015,Eleonore,weiblich,1
2015,Eliana,weiblich,3
2015,Eliane,weiblich,1
2015,Elif,weiblich,5
2015,Elin,weiblich,16
2015,Elina,weiblich,5
2015,Elisa,weiblich,11
2015,Elisabeth,weiblich,1
2015,Elisabetta,weiblich,1
2015,Elise,weiblich,1
2015,Eliza,weiblich,2
2015,Ella,weiblich,21
2015,Ellen,weiblich,3
2015,Elli,weiblich,1
2015,Ellie,weiblich,5
2015,Elly,weiblich,1
2015,Elodie,weiblich,3
2015,Elona,weiblich,1
2015,Elsa,weiblich,2
2015,Eléonore,weiblich,3
2015,Emel,weiblich,1
2015,Emelie,weiblich,1
2015,Emely,weiblich,2
2015,Emilia,weiblich,15
2015,Emilie,weiblich,4
2015,Emilija,weiblich,1
2015,Emily,weiblich,7
2015,Emina,weiblich,2
2015,Emine,weiblich,1
2015,Emma,weiblich,23
2015,Emmy,weiblich,1
2015,Enea,weiblich,1
2015,Esma,weiblich,3
2015,Esmeralda,weiblich,1
2015,Estelle,weiblich,3
2015,Esther,weiblich,4
2015,Eugenia,weiblich,1
2015,Eva,weiblich,9
2015,Evelyn,weiblich,2
2015,Ewa,weiblich,1
2015,Fathima,weiblich,1
2015,Fatima,weiblich,1
2015,Fatma,weiblich,1
2015,Federica,weiblich,1
2015,Felicia,weiblich,3
2015,Fernanda,weiblich,1
2015,Filipa,weiblich,1
2015,Filippa,weiblich,3
2015,Finja,weiblich,3
2015,Fiona,weiblich,4
2015,Flavia,weiblich,2
2015,Flora,weiblich,1
2015,Florence,weiblich,2
2015,Florina,weiblich,1
2015,Florine,weiblich,1
2015,Franca,weiblich,2
2015,Franziska,weiblich,3
2015,Frida,weiblich,4
2015,Frieda,weiblich,1
2015,Gabriela,weiblich,2
2015,Gabriella,weiblich,1
2015,Gabrielle,weiblich,1
2015,Gaia,weiblich,6
2015,Giada,weiblich,1
2015,Gianna,weiblich,1
2015,Gioia,weiblich,1
2015,Giorgia,weiblich,1
2015,Giulia,weiblich,10
2015,Gloria,weiblich,1
2015,Grace,weiblich,2
2015,Greta,weiblich,4
2015,Hana,weiblich,4
2015,Hanna,weiblich,8
2015,Hannah,weiblich,10
2015,Harriet,weiblich,1
2015,Hedwig,weiblich,1
2015,Heidi,weiblich,1
2015,Helen,weiblich,2
2015,Helena,weiblich,8
2015,Helene,weiblich,1
2015,Henriette,weiblich,1
2015,Hilda,weiblich,2
2015,Hélène,weiblich,2
2015,Iara,weiblich,2
2015,Ida,weiblich,11
2015,Ilana,weiblich,1
2015,Ilaria,weiblich,2
2015,Iliana,weiblich,1
2015,Ilka,weiblich,1
2015,Ilona,weiblich,1
2015,Iman,weiblich,2
2015,Ina,weiblich,1
2015,Indira,weiblich,1
2015,Inna,weiblich,1
2015,Inès,weiblich,1
2015,Inês,weiblich,1
2015,Iolanda,weiblich,1
2015,Irem,weiblich,1
2015,Irina,weiblich,3
2015,Iris,weiblich,1
2015,Irma,weiblich,1
2015,Isabel,weiblich,3
2015,Isabella,weiblich,3
2015,Isabelle,weiblich,4
2015,Iva,weiblich,5
2015,Jacqueline,weiblich,2
2015,Jael,weiblich,2
2015,Jana,weiblich,5
2015,Janis,weiblich,1
2015,Jara,weiblich,2
2015,Jasmin,weiblich,5
2015,Jaël,weiblich,1
2015,Jeanne,weiblich,1
2015,Jelena,weiblich,1
2015,Jennifer,weiblich,1
2015,Jessica,weiblich,1
2015,Joan,weiblich,1
2015,Joana,weiblich,1
2015,Joanna,weiblich,1
2015,Johanna,weiblich,4
2015,Jona,weiblich,1
2015,Josefa,weiblich,1
2015,Josefina,weiblich,1
2015,Josephina,weiblich,2
2015,Josephine,weiblich,3
2015,Joséphine,weiblich,3
2015,Jovana,weiblich,1
2015,Joy,weiblich,1
2015,Joya,weiblich,1
2015,Joëlle,weiblich,2
2015,Judit,weiblich,1
2015,Judith,weiblich,2
2015,Julia,weiblich,11
2015,Juliana,weiblich,3
2015,Julie,weiblich,10
2015,Juliette,weiblich,1
2015,Julija,weiblich,1
2015,Juna,weiblich,3
2015,Júlia,weiblich,1
2015,Karen,weiblich,1
2015,Karina,weiblich,1
2015,Karla,weiblich,2
2015,Karma,weiblich,1
2015,Katharina,weiblich,2
2015,Kaya,weiblich,1
2015,Khadija,weiblich,1
2015,Kiana,weiblich,1
2015,Kiara,weiblich,1
2015,Kim,weiblich,1
2015,Kira,weiblich,2
2015,Klara,weiblich,3
2015,Kristin,weiblich,1
2015,Ladina,weiblich,1
2015,Laia,weiblich,1
2015,Lakshmi,weiblich,1
2015,Lana,weiblich,1
2015,Lara,weiblich,12
2015,Larisa,weiblich,1
2015,Larissa,weiblich,3
2015,Laura,weiblich,9
2015,Laure,weiblich,1
2015,Lauren,weiblich,1
2015,Layla,weiblich,2
2015,Lea,weiblich,16
2015,Leah,weiblich,3
2015,Leana,weiblich,1
2015,Leandra,weiblich,2
2015,Leila,weiblich,2
2015,Lejla,weiblich,3
2015,Lena,weiblich,11
2015,Leni,weiblich,1
2015,Leona,weiblich,3
2015,Leoni,weiblich,1
2015,Leonie,weiblich,8
2015,Leonor,weiblich,2
2015,Leonora,weiblich,1
2015,Leonore,weiblich,1
2015,Lesley,weiblich,1
2015,Leslie,weiblich,2
2015,Leticia,weiblich,2
2015,Leyla,weiblich,7
2015,Lia,weiblich,6
2015,Liana,weiblich,4
2015,Lila,weiblich,2
2015,Lilia,weiblich,3
2015,Lilian,weiblich,1
2015,Lilith,weiblich,4
2015,Lilli,weiblich,1
2015,Lilly,weiblich,1
2015,Lily,weiblich,7
2015,Lina,weiblich,17
2015,Linda,weiblich,6
2015,Linn,weiblich,2
2015,Liora,weiblich,3
2015,Lisa,weiblich,9
2015,Liv,weiblich,5
2015,Livia,weiblich,10
2015,Liya,weiblich,3
2015,Liza,weiblich,3
2015,Lois,weiblich,1
2015,Lola,weiblich,2
2015,Lora,weiblich,1
2015,Lorena,weiblich,5
2015,Lotta,weiblich,5
2015,Lotte,weiblich,1
2015,Lou,weiblich,4
2015,Louisa,weiblich,3
2015,Louise,weiblich,3
2015,Luana,weiblich,7
2015,Lucie,weiblich,3
2015,Lucio,weiblich,1
2015,Lucy,weiblich,2
2015,Lucía,weiblich,2
2015,Luisa,weiblich,11
2015,Luna,weiblich,2
2015,Luz,weiblich,3
2015,Lydia,weiblich,2
2015,Lynn,weiblich,3
2015,Maddalena,weiblich,1
2015,Madeleine,weiblich,1
2015,Madlaina,weiblich,2
2015,Mafalda,weiblich,2
2015,Magda,weiblich,1
2015,Magdalena,weiblich,1
2015,Mai,weiblich,2
2015,Maira,weiblich,1
2015,Maja,weiblich,1
2015,Malea,weiblich,4
2015,Malena,weiblich,1
2015,Malia,weiblich,2
2015,Malin,weiblich,4
2015,Malina,weiblich,1
2015,Malka,weiblich,2
2015,Malou,weiblich,1
2015,Manuela,weiblich,1
2015,Mara,weiblich,13
2015,Mari,weiblich,1
2015,Maria,weiblich,9
2015,Mariam,weiblich,2
2015,Mariana,weiblich,1
2015,Marianne,weiblich,1
2015,Marie,weiblich,6
2015,Mariella,weiblich,1
2015,Marija,weiblich,3
2015,Marin,weiblich,2
2015,Marina,weiblich,3
2015,Marion,weiblich,1
2015,Marisa,weiblich,2
2015,Marla,weiblich,1
2015,Marlene,weiblich,4
2015,Marlon,weiblich,1
2015,Marlène,weiblich,1
2015,Marta,weiblich,4
2015,Martha,weiblich,1
2015,Martina,weiblich,3
2015,Mary,weiblich,2
2015,Maryam,weiblich,1
2015,María,weiblich,1
2015,Mascha,weiblich,3
2015,Mathilda,weiblich,4
2015,Mathilde,weiblich,1
2015,Matilda,weiblich,11
2015,Matilde,weiblich,4
2015,Maude,weiblich,1
2015,Maya,weiblich,7
2015,Mayra,weiblich,2
2015,Maëlle,weiblich,2
2015,Medina,weiblich,4
2015,Melanie,weiblich,1
2015,Melek,weiblich,1
2015,Meliha,weiblich,1
2015,Melina,weiblich,3
2015,Melinda,weiblich,1
2015,Melisa,weiblich,3
2015,Melissa,weiblich,2
2015,Meral,weiblich,1
2015,Meret,weiblich,3
2015,Meryem,weiblich,1
2015,Meta,weiblich,1
2015,Mia,weiblich,16
2015,Michaela,weiblich,1
2015,Michal,weiblich,1
2015,Michelle,weiblich,3
2015,Mika,weiblich,2
2015,Mila,weiblich,15
2015,Milena,weiblich,2
2015,Milica,weiblich,1
2015,Milla,weiblich,2
2015,Mina,weiblich,5
2015,Minna,weiblich,1
2015,Mira,weiblich,5
2015,Miradije,weiblich,1
2015,Mirella,weiblich,1
2015,Miriam,weiblich,4
2015,Mirjam,weiblich,1
2015,Mirta,weiblich,1
2015,Moira,weiblich,1
2015,Muriel,weiblich,1
2015,Myriam,weiblich,1
2015,Nadin,weiblich,1
2015,Nadine,weiblich,1
2015,Naemi,weiblich,1
2015,Nana,weiblich,1
2015,Naomi,weiblich,3
2015,Natalia,weiblich,2
2015,Natalie,weiblich,2
2015,Nechama,weiblich,2
2015,Nejla,weiblich,2
2015,Nela,weiblich,2
2015,Nelly,weiblich,1
2015,Nena,weiblich,1
2015,Nerea,weiblich,3
2015,Nermin,weiblich,1
2015,Nesrin,weiblich,1
2015,Neva,weiblich,2
2015,Nevena,weiblich,1
2015,Nicole,weiblich,2
2015,Nikolina,weiblich,3
2015,Nina,weiblich,10
2015,Nisa,weiblich,1
2015,Noa,weiblich,3
2015,Noelia,weiblich,4
2015,Noemi,weiblich,6
2015,Nora,weiblich,8
2015,Norina,weiblich,1
2015,Nova,weiblich,3
2015,Noémi,weiblich,2
2015,Noémie,weiblich,1
2015,Nuria,weiblich,1
2015,Nyima,weiblich,2
2015,Olga,weiblich,1
2015,Olive,weiblich,2
2015,Olivia,weiblich,18
2015,Oona,weiblich,1
2015,Oriana,weiblich,1
2015,Ottilia,weiblich,1
2015,Pascale,weiblich,1
2015,Patrizia,weiblich,1
2015,Paula,weiblich,11
2015,Paulina,weiblich,2
2015,Penelope,weiblich,1
2015,Perla,weiblich,1
2015,Petra,weiblich,1
2015,Philine,weiblich,1
2015,Philippa,weiblich,1
2015,Pia,weiblich,2
2015,Polina,weiblich,1
2015,Rabia,weiblich,1
2015,Rachel,weiblich,1
2015,Rafaela,weiblich,1
2015,Rania,weiblich,1
2015,Rea,weiblich,1
2015,Rebecca,weiblich,2
2015,Ria,weiblich,2
2015,Rim,weiblich,1
2015,Rina,weiblich,2
2015,Rita,weiblich,3
2015,Rivka,weiblich,2
2015,Robyn,weiblich,1
2015,Romy,weiblich,2
2015,Rona,weiblich,4
2015,Ronja,weiblich,9
2015,Rosa,weiblich,4
2015,Rosalie,weiblich,2
2015,Rosanna,weiblich,1
2015,Rossana,weiblich,1
2015,Ruby,weiblich,1
2015,Runa,weiblich,1
2015,Réka,weiblich,1
2015,Saida,weiblich,1
2015,Saliha,weiblich,1
2015,Salma,weiblich,1
2015,Salome,weiblich,4
2015,Samantha,weiblich,1
2015,Samira,weiblich,4
2015,Sanna,weiblich,1
2015,Sara,weiblich,14
2015,Sarah,weiblich,9
2015,Sari,weiblich,1
2015,Sarina,weiblich,1
2015,Sascha,weiblich,1
2015,Sasha,weiblich,1
2015,Scarlett,weiblich,2
2015,Selena,weiblich,1
2015,Selin,weiblich,2
2015,Selina,weiblich,4
2015,Selma,weiblich,2
2015,Sena,weiblich,1
2015,Sereina,weiblich,1
2015,Shirin,weiblich,1
2015,Shukri,weiblich,1
2015,Sibylle,weiblich,1
2015,Sienna,weiblich,1
2015,Silvana,weiblich,1
2015,Sina,weiblich,3
2015,Sinja,weiblich,3
2015,Sofia,weiblich,23
2015,Sofie,weiblich,4
2015,Sofija,weiblich,2
2015,Sol,weiblich,1
2015,Sonia,weiblich,1
2015,Sonja,weiblich,2
2015,Sophia,weiblich,20
2015,Sophie,weiblich,15
2015,Soraya,weiblich,2
2015,Steffi,weiblich,1
2015,Stella,weiblich,13
2015,Stephanie,weiblich,1
2015,Stéphanie,weiblich,1
2015,Sumaya,weiblich,4
2015,Sumeja,weiblich,4
2015,Suzan,weiblich,1
2015,Suzanne,weiblich,1
2015,Svenja,weiblich,1
2015,Talia,weiblich,1
2015,Tamara,weiblich,1
2015,Tanja,weiblich,1
2015,Tenzin,weiblich,2
2015,Teresa,weiblich,2
2015,Thalia,weiblich,1
2015,Thea,weiblich,1
2015,Theresa,weiblich,2
2015,Tiffany,weiblich,1
2015,Tijana,weiblich,1
2015,Tilda,weiblich,5
2015,Timea,weiblich,2
2015,Tina,weiblich,1
2015,Tosca,weiblich,1
2015,Tuana,weiblich,5
2015,Uma,weiblich,3
2015,Valentina,weiblich,10
2015,Valeria,weiblich,3
2015,Vanessa,weiblich,5
2015,Vanja,weiblich,1
2015,Vera,weiblich,4
2015,Veronica,weiblich,2
2015,Victoria,weiblich,6
2015,Vida,weiblich,1
2015,Viera,weiblich,1
2015,Viktoria,weiblich,1
2015,Viola,weiblich,3
2015,Vivian,weiblich,1
2015,Viviana,weiblich,1
2015,Viviane,weiblich,1
2015,Vivianne,weiblich,1
2015,Vivien,weiblich,4
2015,Vivienne,weiblich,5
2015,Vjollca,weiblich,1
2015,Wilma,weiblich,1
2015,Xenia,weiblich,2
2015,Yael,weiblich,1
2015,Yagmur,weiblich,1
2015,Yara,weiblich,10
2015,Yasmin,weiblich,6
2015,Yasmine,weiblich,1
2015,Ylva,weiblich,2
2015,Yolanda,weiblich,1
2015,Yuna,weiblich,4
2015,Zainab,weiblich,1
2015,Zara,weiblich,1
2015,Zehra,weiblich,1
2015,Zeynep,weiblich,1
2015,Zoe,weiblich,7
2015,Zora,weiblich,3
2015,Zoé,weiblich,7
2015,Zoë,weiblich,5
2014,Aaliyah,weiblich,2
2014,Abigail,weiblich,1
2014,Ada,weiblich,4
2014,Adela,weiblich,1
2014,Adina,weiblich,1
2014,Adèle,weiblich,1
2014,Aida,weiblich,2
2014,Aina,weiblich,1
2014,Ainhoa,weiblich,1
2014,Aino,weiblich,1
2014,Aisha,weiblich,1
2014,Ajla,weiblich,1
2014,Akira,weiblich,1
2014,Alba,weiblich,2
2014,Alea,weiblich,5
2014,Alejandra,weiblich,1
2014,Aleksandra,weiblich,2
2014,Alena,weiblich,2
2014,Alessandra,weiblich,1
2014,Alessia,weiblich,6
2014,Alexa,weiblich,1
2014,Alexandra,weiblich,4
2014,Alexia,weiblich,4
2014,Alice,weiblich,3
2014,Alicia,weiblich,5
2014,Alina,weiblich,5
2014,Aline,weiblich,3
2014,Alisha,weiblich,1
2014,Alissa,weiblich,1
2014,Alix,weiblich,1
2014,Aliya,weiblich,4
2014,Aliyah,weiblich,2
2014,Alma,weiblich,4
2014,Alva,weiblich,1
2014,Alyssa,weiblich,1
2014,Amalia,weiblich,6
2014,Amanda,weiblich,1
2014,Amandine,weiblich,1
2014,Amaya,weiblich,2
2014,Ambra,weiblich,1
2014,Amelia,weiblich,5
2014,Amelie,weiblich,5
2014,Amina,weiblich,7
2014,Amira,weiblich,2
2014,Amra,weiblich,1
2014,Amy,weiblich,1
2014,Amélie,weiblich,10
2014,Ana,weiblich,2
2014,Anastasia,weiblich,5
2014,Anastasija,weiblich,1
2014,Anaïs,weiblich,6
2014,Andrea,weiblich,2
2014,Andrija,weiblich,1
2014,Andrina,weiblich,2
2014,Andrée,weiblich,1
2014,Angela,weiblich,2
2014,Angelina,weiblich,4
2014,Anika,weiblich,2
2014,Anila,weiblich,1
2014,Anisa,weiblich,1
2014,Anja,weiblich,2
2014,Anjali,weiblich,1
2014,Ann,weiblich,1
2014,Anna,weiblich,27
2014,Annabelle,weiblich,1
2014,Annalisa,weiblich,1
2014,Annatina,weiblich,2
2014,Anne,weiblich,1
2014,Anne-Sophie,weiblich,1
2014,Anni,weiblich,1
2014,Annik,weiblich,1
2014,Annika,weiblich,4
2014,Annina,weiblich,1
2014,Anouk,weiblich,11
2014,Antonia,weiblich,3
2014,Anya,weiblich,1
2014,Aria,weiblich,1
2014,Ariana,weiblich,2
2014,Ariane,weiblich,2
2014,Arianna,weiblich,2
2014,Ariel,weiblich,1
2014,Arlinda,weiblich,1
2014,Arsema,weiblich,1
2014,Arta,weiblich,1
2014,Ashley,weiblich,1
2014,Asma,weiblich,1
2014,Asya,weiblich,2
2014,Audrey,weiblich,2
2014,Aulona,weiblich,3
2014,Aurelia,weiblich,3
2014,Aurora,weiblich,4
2014,Ava,weiblich,7
2014,Aya,weiblich,1
2014,Ayana,weiblich,1
2014,Ayla,weiblich,2
2014,Ayleen,weiblich,2
2014,Aylin,weiblich,5
2014,Azra,weiblich,2
2014,Barbara,weiblich,1
2014,Beatrice,weiblich,1
2014,Besarta,weiblich,1
2014,Bianca,weiblich,1
2014,Bigna,weiblich,3
2014,Blanca,weiblich,1
2014,Bruna,weiblich,1
2014,Camila,weiblich,1
2014,Camille,weiblich,4
2014,Carina,weiblich,1
2014,Carla,weiblich,7
2014,Carlotta,weiblich,3
2014,Carmen,weiblich,1
2014,Carolina,weiblich,2
2014,Caroline,weiblich,2
2014,Catrina,weiblich,1
2014,Cecilia,weiblich,1
2014,Celina,weiblich,1
2014,Ceren,weiblich,1
2014,Chana,weiblich,2
2014,Charlie,weiblich,1
2014,Charlotte,weiblich,17
2014,Chaya,weiblich,2
2014,Cheyenne,weiblich,1
2014,Chiara,weiblich,11
2014,Chloe,weiblich,1
2014,Chloé,weiblich,7
2014,Christina,weiblich,1
2014,Cindy,weiblich,1
2014,Claire,weiblich,3
2014,Clara,weiblich,6
2014,Clarissa,weiblich,1
2014,Claudia,weiblich,1
2014,Cleo,weiblich,1
2014,Cornelia,weiblich,1
2014,Cosima,weiblich,1
2014,Cristina,weiblich,2
2014,Célia,weiblich,1
2014,Céline,weiblich,6
2014,Dalia,weiblich,1
2014,Dalila,weiblich,1
2014,Dana,weiblich,1
2014,Danai,weiblich,1
2014,Daniela,weiblich,1
2014,Danielle,weiblich,1
2014,Daphne,weiblich,1
2014,Daria,weiblich,1
2014,Debora,weiblich,1
2014,Deborah,weiblich,1
2014,Denise,weiblich,1
2014,Deniz,weiblich,1
2014,Diana,weiblich,2
2014,Diane,weiblich,1
2014,Dilara,weiblich,2
2014,Dina,weiblich,1
2014,Doreen,weiblich,1
2014,Dunja,weiblich,1
2014,Ebru,weiblich,1
2014,Eda,weiblich,2
2014,Ekaterina,weiblich,1
2014,Ela,weiblich,4
2014,Elda,weiblich,1
2014,Elea,weiblich,4
2014,Eleanor,weiblich,1
2014,Elena,weiblich,10
2014,Eleni,weiblich,1
2014,Eleonora,weiblich,2
2014,Eli,weiblich,1
2014,Eliana,weiblich,4
2014,Eliane,weiblich,2
2014,Elif,weiblich,1
2014,Elin,weiblich,8
2014,Elina,weiblich,4
2014,Eline,weiblich,2
2014,Elisa,weiblich,7
2014,Elisabeth,weiblich,3
2014,Elise,weiblich,3
2014,Eliza,weiblich,2
2014,Ella,weiblich,8
2014,Ellen,weiblich,1
2014,Ellie,weiblich,4
2014,Elly,weiblich,1
2014,Elodie,weiblich,4
2014,Elona,weiblich,2
2014,Elsa,weiblich,3
2014,Ema,weiblich,1
2014,Emelie,weiblich,2
2014,Emely,weiblich,1
2014,Emilia,weiblich,12
2014,Emilie,weiblich,5
2014,Emily,weiblich,11
2014,Emina,weiblich,1
2014,Emma,weiblich,31
2014,Enea,weiblich,2
2014,Enya,weiblich,1
2014,Erina,weiblich,3
2014,Esma,weiblich,2
2014,Esmeralda,weiblich,1
2014,Estefania,weiblich,1
2014,Estelle,weiblich,1
2014,Ester,weiblich,1
2014,Eva,weiblich,8
2014,Eveline,weiblich,1
2014,Evelyn,weiblich,1
2014,Ewa,weiblich,1
2014,Fabia,weiblich,2
2014,Fabiana,weiblich,1
2014,Fabienne,weiblich,2
2014,Fathima,weiblich,1
2014,Fatima,weiblich,3
2014,Fatime,weiblich,1
2014,Fatma,weiblich,1
2014,Faye,weiblich,1
2014,Felicia,weiblich,1
2014,Fernanda,weiblich,1
2014,Filipa,weiblich,1
2014,Filippa,weiblich,1
2014,Finja,weiblich,3
2014,Fiona,weiblich,2
2014,Fjolla,weiblich,1
2014,Flora,weiblich,1
2014,Florence,weiblich,2
2014,Florine,weiblich,1
2014,Flurina,weiblich,2
2014,Francesca,weiblich,2
2014,Franziska,weiblich,1
2014,Frida,weiblich,8
2014,Frieda,weiblich,1
2014,Gabriela,weiblich,1
2014,Gaia,weiblich,2
2014,Geneviève,weiblich,1
2014,Georgia,weiblich,2
2014,Giada,weiblich,2
2014,Gianna,weiblich,1
2014,Gil,weiblich,1
2014,Gina,weiblich,2
2014,Gioia,weiblich,1
2014,Giorgia,weiblich,1
2014,Gita,weiblich,1
2014,Giulia,weiblich,10
2014,Giuliana,weiblich,1
2014,Gizem,weiblich,1
2014,Gloria,weiblich,3
2014,Grace,weiblich,1
2014,Greta,weiblich,8
2014,Hafsa,weiblich,2
2014,Hamdi,weiblich,1
2014,Hana,weiblich,5
2014,Hanan,weiblich,1
2014,Hanna,weiblich,10
2014,Hannah,weiblich,7
2014,Hanny,weiblich,1
2014,Heidi,weiblich,1
2014,Helen,weiblich,2
2014,Helena,weiblich,5
2014,Helene,weiblich,1
2014,Helin,weiblich,1
2014,Iara,weiblich,1
2014,Ida,weiblich,2
2014,Ilaria,weiblich,2
2014,Iman,weiblich,2
2014,Ina,weiblich,2
2014,Inga,weiblich,1
2014,Inna,weiblich,1
2014,Inès,weiblich,2
2014,Inés,weiblich,2
2014,Ira,weiblich,3
2014,Irena,weiblich,1
2014,Irina,weiblich,2
2014,Irini,weiblich,2
2014,Iris,weiblich,2
2014,Irma,weiblich,1
2014,Isabel,weiblich,3
2014,Isabella,weiblich,4
2014,Isabelle,weiblich,6
2014,Iva,weiblich,1
2014,Ivana,weiblich,1
2014,Jacinta,weiblich,1
2014,Jael,weiblich,2
2014,Jamie,weiblich,1
2014,Jana,weiblich,6
2014,Jara,weiblich,3
2014,Jasmin,weiblich,1
2014,Jasmine,weiblich,1
2014,Jasna,weiblich,1
2014,Jaël,weiblich,2
2014,Jean,weiblich,1
2014,Jeanne,weiblich,2
2014,Jelena,weiblich,2
2014,Jennifer,weiblich,2
2014,Jenny,weiblich,1
2014,Jessica,weiblich,2
2014,Jil,weiblich,1
2014,Jill,weiblich,2
2014,Joanna,weiblich,2
2014,Johanna,weiblich,7
2014,Josefine,weiblich,1
2014,Josephine,weiblich,3
2014,Joséphine,weiblich,4
2014,Joya,weiblich,2
2014,Joëlle,weiblich,2
2014,Judit,weiblich,1
2014,Judith,weiblich,2
2014,Juli,weiblich,1
2014,Julia,weiblich,17
2014,Juliana,weiblich,1
2014,Julie,weiblich,6
2014,Juliette,weiblich,3
2014,Juna,weiblich,4
2014,Juno,weiblich,2
2014,Kaja,weiblich,1
2014,Kaltrina,weiblich,1
2014,Karina,weiblich,1
2014,Karma,weiblich,2
2014,Karolin,weiblich,1
2014,Katarina,weiblich,2
2014,Katerina,weiblich,1
2014,Katharina,weiblich,1
2014,Kaya,weiblich,1
2014,Kiana,weiblich,1
2014,Kiara,weiblich,2
2014,Kim,weiblich,2
2014,Kiran,weiblich,1
2014,Klara,weiblich,5
2014,Kyra,weiblich,2
2014,Ladina,weiblich,3
2014,Laila,weiblich,2
2014,Lakshmi,weiblich,1
2014,Lana,weiblich,3
2014,Lara,weiblich,15
2014,Larissa,weiblich,3
2014,Laura,weiblich,11
2014,Lauren,weiblich,2
2014,Layla,weiblich,3
2014,Lea,weiblich,19
2014,Leah,weiblich,3
2014,Leandra,weiblich,4
